master_set,card_num,player,team,variations
,PMP-BP,Brayden Point,Lightning,VIEW DETAILS
,PMP-CB,Connor Bedard,Blackhawks,VIEW DETAILS
,PMP-CC,Cole Caufield,Canadiens,VIEW DETAILS
,PMP-CE,Macklin Celebrini,Sharks,VIEW DETAILS
,PMP-CG,Cutter Gauthier,Ducks,VIEW DETAILS
,PMP-CH,Connor Hellebuyck,Jets,VIEW DETAILS
,PMP-CK,Clayton Keller,Hockey Club,VIEW DETAILS
,PMP-CM,Charlie McAvoy,Bruins,VIEW DETAILS
,PMP-CP,Colton Parayko,Blues,VIEW DETAILS
,PMP-CS,Chandler Stephenson,Kraken,VIEW DETAILS
,PMP-DP,David Pastrnak,Bruins,VIEW DETAILS
,PMP-DW,Dustin Wolf,Flames,VIEW DETAILS
,PMP-EK,Erik Karlsson,Penguins,VIEW DETAILS
,PMP-EM,Evgeni Malkin,Penguins,VIEW DETAILS
,PMP-EP,Elias Pettersson,Canucks,VIEW DETAILS
,PMP-FF,Filip Forsberg,Predators,VIEW DETAILS
,PMP-FV,Frank Vatrano,Ducks,VIEW DETAILS
,PMP-HN,Noah Hanifin,Golden Knights,VIEW DETAILS
,PMP-JA,Jacob Markstrom,Devils,VIEW DETAILS
,PMP-JB,Jordan Binnington,Blues,VIEW DETAILS
,PMP-JE,Jack Eichel,Golden Knights,VIEW DETAILS
,PMP-JG,Jake Guentzel,Lightning,VIEW DETAILS
,PMP-JH,Jack Hughes,Devils,VIEW DETAILS
,PMP-JM,Jonathan Marchessault,Predators,VIEW DETAILS
,PMP-JN,Jake Neighbours,Blues,VIEW DETAILS
,PMP-JP,JJ Peterka,Sabres,VIEW DETAILS
,PMP-JR,Jason Robertson,Stars,VIEW DETAILS
,PMP-JS,Jaccob Slavin,Hurricanes,VIEW DETAILS
,PMP-KA,Kirill Kaprizov,Wild,VIEW DETAILS
,PMP-KC,Kyle Connor,Jets,VIEW DETAILS
,PMP-KM,Kirill Marchenko,Blue Jackets,VIEW DETAILS
,PMP-KN,Matthew Knies,Maple Leafs,VIEW DETAILS
,PMP-KO,Travis Konecny,Flyers,VIEW DETAILS
,PMP-KU,Nikita Kucherov,Lightning,VIEW DETAILS
,PMP-LA,Alexis Lafreniere,Rangers,VIEW DETAILS
,PMP-LC,Leo Carlsson,Ducks,VIEW DETAILS
,PMP-LD,Leon Draisaitl,Oilers,VIEW DETAILS
,PMP-LE,Anders Lee,Islanders,VIEW DETAILS
,PMP-LS,Logan Stankoven,Stars,VIEW DETAILS
,PMP-LT,Logan Thompson,Capitals,VIEW DETAILS
,PMP-LU,Linus Ullmark,Senators,VIEW DETAILS
,PMP-MA,Mitch Marner,Maple Leafs,VIEW DETAILS
,PMP-MC,Connor McDavid,Oilers,VIEW DETAILS
,PMP-MI,Matvei Michkov,Flyers,VIEW DETAILS
,PMP-MJ,Jared McCann,Kraken,VIEW DETAILS
,PMP-MK,Cale Makar,Avalanche,VIEW DETAILS
,PMP-ML,J.T. Miller,Canucks,VIEW DETAILS
,PMP-MM,Mason McTavish,Ducks,VIEW DETAILS
,PMP-MO,Brandon Montour,Kraken,VIEW DETAILS
,PMP-MS,Mark Scheifele,Jets,VIEW DETAILS
,PMP-MT,Casey Mittelstadt,Avalanche,VIEW DETAILS
,PMP-MW,MacKenzie Weegar,Flames,VIEW DETAILS
,PMP-ND,Noah Dobson,Islanders,VIEW DETAILS
,PMP-NH,Nico Hischier,Devils,VIEW DETAILS
,PMP-NK,Nazem Kadri,Flames,VIEW DETAILS
,PMP-NM,Nathan MacKinnon,Avalanche,VIEW DETAILS
,PMP-NS,Nick Suzuki,Canadiens,VIEW DETAILS
,PMP-OT,Owen Tippett,Flyers,VIEW DETAILS
,PMP-OZ,Olen Zellweger,Ducks,VIEW DETAILS
,PMP-PD,Pierre-Luc Dubois,Capitals,VIEW DETAILS
,PMP-PK,Patrick Kane,Red Wings,VIEW DETAILS
,PMP-QB,Quinton Byfield,Kings,VIEW DETAILS
,PMP-QH,Quinn Hughes,Canucks,VIEW DETAILS
,PMP-RD,Rasmus Dahlin,Sabres,VIEW DETAILS
,PMP-SA,Sebastian Aho,Hurricanes,VIEW DETAILS
,PMP-SB,Sergei Bobrovsky,Panthers,VIEW DETAILS
,PMP-SC,Sidney Crosby,Penguins,VIEW DETAILS
,PMP-SE,Moritz Seider,Red Wings,VIEW DETAILS
,PMP-SH,Shea Theodore,Golden Knights,VIEW DETAILS
,PMP-SJ,Jake Sanderson,Senators,VIEW DETAILS
,PMP-SL,Juraj Slafkovsky,Canadiens,VIEW DETAILS
,PMP-SM,Sean Monahan,Blue Jackets,VIEW DETAILS
,PMP-SR,Mikhail Sergachev,Hockey Club,VIEW DETAILS
,PMP-SS,Stuart Skinner,Oilers,VIEW DETAILS
,PMP-ST,Steven Stamkos,Predators,VIEW DETAILS
,PMP-TH,Tomas Hertl,Golden Knights,VIEW DETAILS
,PMP-TI,Tim Stutzle,Senators,VIEW DETAILS
,PMP-TK,Matthew Tkachuk,Panthers,VIEW DETAILS
,PMP-TM,Trevor Moore,Kings,VIEW DETAILS
,PMP-TT,Tage Thompson,Sabres,VIEW DETAILS
,PMP-TW,Tom Wilson,Capitals,VIEW DETAILS
,PMP-VH,Victor Hedman,Lightning,VIEW DETAILS
,PMP-WE,William Eklund,Sharks,VIEW DETAILS
,PMP-WJ,Wyatt Johnston,Stars,VIEW DETAILS
,PMP-WN,William Nylander,Maple Leafs,VIEW DETAILS
,PMP-WS,Will Smith,Sharks,VIEW DETAILS
,PMP-YS,Yegor Sharangovich,Flames,VIEW DETAILS
,PA-AK,Anze Kopitar,Kings,VIEW DETAILS
,PA-AM,Auston Matthews,Maple Leafs,VIEW DETAILS
,PA-AO,Alex Ovechkin,Capitals,VIEW DETAILS
,PA-AP,Artemi Panarin,Rangers,VIEW DETAILS
,PA-BM,Brandon Montour,Kraken,VIEW DETAILS
,PA-BT,Brady Tkachuk,Senators,VIEW DETAILS
,PA-CB,Connor Bedard,Blackhawks,VIEW DETAILS
,PA-CC,Cole Caufield,Canadiens,VIEW DETAILS
,PA-CM,Connor McDavid,Oilers,VIEW DETAILS
,PA-DP,David Pastrnak,Bruins,VIEW DETAILS
,PA-EK,Erik Karlsson,Penguins,VIEW DETAILS
,PA-JE,Jack Eichel,Golden Knights,VIEW DETAILS
,PA-JH,Jack Hughes,Devils,VIEW DETAILS
,PA-JK,Jordan Kyrou,Blues,VIEW DETAILS
,PA-JR,Jason Robertson,Stars,VIEW DETAILS
,PA-KK,Kirill Kaprizov,Wild,VIEW DETAILS
,PA-KU,Nikita Kucherov,Lightning,VIEW DETAILS
,PA-LD,Leon Draisaitl,Oilers,VIEW DETAILS
,PA-MA,Cale Makar,Avalanche,VIEW DETAILS
,PA-MB,Mathew Barzal,Islanders,VIEW DETAILS
,PA-NK,Nazem Kadri,Flames,VIEW DETAILS
,PA-NM,Nathan MacKinnon,Avalanche,VIEW DETAILS
,PA-PK,Patrick Kane,Red Wings,VIEW DETAILS
,PA-RD,Rasmus Dahlin,Sabres,VIEW DETAILS
,PA-SA,Sebastian Aho,Hurricanes,VIEW DETAILS
,PA-SB,Sergei Bobrovsky,Panthers,VIEW DETAILS
,PA-SC,Sidney Crosby,Penguins,VIEW DETAILS
,PA-SS,Steven Stamkos,Predators,VIEW DETAILS
,PA-TK,Travis Konecny,Flyers,VIEW DETAILS
,PA-WN,William Nylander,Maple Leafs,VIEW DETAILS
,PD-BP,Brock Boeser/Elias Pettersson,Canucks/Canucks,VIEW DETAILS
,PD-BS,Connor Bedard/Juraj Slafkovsky,Blackhawks/Canadiens,VIEW DETAILS
,PD-CM,Sidney Crosby/Evgeni Malkin,Penguins/Penguins,VIEW DETAILS
,PD-CS,Kyle Connor/Mark Scheifele,Jets/Jets,VIEW DETAILS
,PD-HB,Bo Horvat/Mathew Barzal,Islanders/Islanders,VIEW DETAILS
,PD-JR,Wyatt Johnston/Jason Robertson,Stars/Stars,VIEW DETAILS
,PD-KB,Anze Kopitar/Quinton Byfield,Kings/Kings,VIEW DETAILS
,PD-KD,Patrick Kane/Alex DeBrincat,Red Wings/Red Wings,VIEW DETAILS
,PD-KT,Jordan Kyrou/Robert Thomas,Blues/Blues,VIEW DETAILS
,PD-LP,Alexis Lafreniere/Artemi Panarin,Rangers/Rangers,VIEW DETAILS
,PD-MC,Mason McTavish/Leo Carlsson,Ducks/Ducks,VIEW DETAILS
,PD-MD,Connor McDavid/Leon Draisaitl,Oilers/Oilers,VIEW DETAILS
,PD-MH,Timo Meier/Nico Hischier,Devils/Devils,VIEW DETAILS
,PD-MM,Nathan MacKinnon/Cale Makar,Avalanche/Avalanche,VIEW DETAILS
,PD-MN,Auston Matthews/William Nylander,Maple Leafs/Maple Leafs,VIEW DETAILS
,PD-OK,Alex Ovechkin/Kirill Kaprizov,Capitals/Wild,VIEW DETAILS
,PD-PM,David Pastrnak/Charlie McAvoy,Bruins/Bruins,VIEW DETAILS
,PD-SB,Jaccob Slavin/Brent Burns,Hurricanes/Hurricanes,VIEW DETAILS
,PD-SC,Nick Suzuki/Cole Caufield,Canadiens/Canadiens,VIEW DETAILS
,PD-SK,Mark Stone/William Karlsson,Golden Knights/Golden Knights,VIEW DETAILS
,PD-TP,Tage Thompson/JJ Peterka,Sabres/Sabres,VIEW DETAILS
,PD-TT,Brady Tkachuk/Matthew Tkachuk,Senators/Panthers,VIEW DETAILS
,PT-CSS,Cole Caufield/Nick Suzuki/Juraj Slafkovsky,Canadiens/Canadiens/Canadiens,VIEW DETAILS
,PT-DHB,Leon Draisaitl/Zach Hyman/Evan Bouchard,Oilers/Oilers/Oilers,VIEW DETAILS
,PT-FKB,Brock Faber/Kirill Kaprizov/Matt Boldy,Wild/Wild/Wild,VIEW DETAILS
,PT-FMW,Adam Fantilli/Sean Monahan/Zach Werenski,Blue Jackets/Blue Jackets/Blue Jackets,VIEW DETAILS
,PT-KLM,Erik Karlsson/Kris Letang/Evgeni Malkin,Penguins/Penguins/Penguins,VIEW DETAILS
,PT-KZS,Chris Kreider/Mika Zibanejad/Igor Shesterkin,Rangers/Rangers/Rangers,VIEW DETAILS
,PT-MHJ,Cale Makar/Quinn Hughes/Roman Josi,Avalanche/Canucks/Predators,VIEW DETAILS
,PT-MMN,Auston Matthews/Mitch Marner/William Nylander,Maple Leafs/Maple Leafs/Maple Leafs,VIEW DETAILS
,PT-MPB,J.T. Miller/Elias Pettersson/Brock Boeser,Canucks/Canucks/Canucks,VIEW DETAILS
,PT-PMM,David Pastrnak/Brad Marchand/Charlie McAvoy,Bruins/Bruins/Bruins,VIEW DETAILS
,PT-RKL,Lucas Raymond/Patrick Kane/Dylan Larkin,Red Wings/Red Wings/Red Wings,VIEW DETAILS
,PT-ZMC,Trevor Zegras/Mason McTavish/Leo Carlsson,Ducks/Ducks/Ducks,VIEW DETAILS
,PQ-ASBS,Sebastian Aho/Andrei Svechnikov/Brent Burns/Jaccob Slavin,Hurricanes/Hurricanes/Hurricanes/Hurricanes,VIEW DETAILS
,PQ-DPTT,Rasmus Dahlin/Owen Power/Tage Thompson/Alex Tuch,Sabres/Sabres/Sabres/Sabres,VIEW DETAILS
,PQ-DRLK,Alex DeBrincat/Lucas Raymond/Dylan Larkin/Patrick Kane,Red Wings/Red Wings/Red Wings/Red Wings,VIEW DETAILS
,PQ-ESHK,Jack Eichel/Mark Stone/Tomas Hertl/William Karlsson,Golden Knights/Golden Knights/Golden Knights/Golden Knights,VIEW DETAILS
,PQ-MTMR,Cale Makar/Devon Toews/Nathan MacKinnon/Mikko Rantanen,Avalanche/Avalanche/Avalanche/Avalanche,VIEW DETAILS
,PQ-PLFS,Artemi Panarin/Alexis Lafreniere/Adam Fox/Igor Shesterkin,Rangers/Rangers/Rangers/Rangers,VIEW DETAILS
,PQ-SDHO,Jeremy Swayman/Thatcher Demko/Connor Hellebuyck/Jake Oettinger,Bruins/Canucks/Jets/Stars,VIEW DETAILS
,PQ-SJHH,Tyler Seguin/Wyatt Johnston/Roope Hintz/Miro Heiskanen,Stars/Stars/Stars/Stars,VIEW DETAILS
,PQ-TBBR,Matthew Tkachuk/Aleksander Barkov/Sergei Bobrovsky/Sam Reinhart,Panthers/Panthers/Panthers/Panthers,VIEW DETAILS
,PFA-AB,Aleksander Barkov,Panthers,VIEW DETAILS
,PFA-AM,Auston Matthews,Maple Leafs,VIEW DETAILS
,PFA-CN,Cam Neely,Bruins,VIEW DETAILS
,PFA-DH,Dominik Hasek,Sabres,VIEW DETAILS
,PFA-DS,Darryl Sittler,Maple Leafs,VIEW DETAILS
,PFA-EL,Eric Lindros,Flyers,VIEW DETAILS
,PFA-EP,Elias Pettersson,Canucks,VIEW DETAILS
,PFA-NS,Nick Suzuki,Canadiens,VIEW DETAILS
,PFA-SY,Steve Yzerman,Red Wings,VIEW DETAILS
,PFA-WJ,Wyatt Johnston,Stars,VIEW DETAILS
,PFA-CB,Connor Bedard,Blackhawks,VIEW DETAILS
,PFA-CM,Connor McDavid,Oilers,VIEW DETAILS
,PFP-AF,Adam Fantilli,Blue Jackets,VIEW DETAILS
,PFP-BB,Brock Boeser,Canucks,VIEW DETAILS
,PFP-BM,Brad Marchand,Bruins,VIEW DETAILS
,PFP-CH,Connor Hellebuyck,Jets,VIEW DETAILS
,PFP-CZ,Connor Zary,Flames,VIEW DETAILS
,PFP-EB,Evan Bouchard,Oilers,VIEW DETAILS
,PFP-JC,John Carlson,Capitals,VIEW DETAILS
,PFP-JE,Jack Eichel,Golden Knights,VIEW DETAILS
,PFP-JH,Jack Hughes,Devils,VIEW DETAILS
,PFP-JN,Josh Norris,Senators,VIEW DETAILS
,PFP-JR,Jason Robertson,Stars,VIEW DETAILS
,PFP-JT,Jacob Trouba,Rangers,VIEW DETAILS
,PFP-LD,Leon Draisaitl,Oilers,VIEW DETAILS
,PFP-MK,Matthew Knies,Maple Leafs,VIEW DETAILS
,PFP-MM,Mason McTavish,Ducks,VIEW DETAILS
,PFP-MO,Brandon Montour,Kraken,VIEW DETAILS
,PFP-RT,Robert Thomas,Blues,VIEW DETAILS
,PFP-SW,Shane Wright,Kraken,VIEW DETAILS
,PFP-TO,Tyler Toffoli,Sharks,VIEW DETAILS
,PFP-TR,Travis Sanheim,Flyers,VIEW DETAILS
,PFP-TT,Troy Terry,Ducks,VIEW DETAILS
,PFP-WE,William Eklund,Sharks,VIEW DETAILS
,PFP-AO,Alex Ovechkin,Capitals,VIEW DETAILS
,PFP-JP,JJ Peterka,Sabres,VIEW DETAILS
,PFP-MH,Matthew Knies,Maple Leafs,VIEW DETAILS
,PFP-SM,Samuel Montembeault,Canadiens,VIEW DETAILS
,PFR-BB,Brendan Brisson,Golden Knights,VIEW DETAILS
,PFR-BN,Bradly Nadeau,Hurricanes,VIEW DETAILS
,PFR-BO,Brennan Othmann,Rangers,VIEW DETAILS
,PFR-BR,Justin Brazeau,Bruins,VIEW DETAILS
,PFR-CA,Declan Carlile,Lightning,VIEW DETAILS
,PFR-CE,Macklin Celebrini,Sharks,VIEW DETAILS
,PFR-CG,Cutter Gauthier,Ducks,VIEW DETAILS
,PFR-CR,Calum Ritchie,Avalanche,VIEW DETAILS
,PFR-FN,Frank Nazar,Blackhawks,VIEW DETAILS
,PFR-GA,Collin Graf,Sharks,VIEW DETAILS
,PFR-GB,Gavin Brindley,Blue Jackets,VIEW DETAILS
,PFR-GC,Graeme Clarke,Devils,VIEW DETAILS
,PFR-GE,Conor Geekie,Lightning,VIEW DETAILS
,PFR-GG,Gage Goncalves,Lightning,VIEW DETAILS
,PFR-JB,Jackson Blake,Hurricanes,VIEW DETAILS
,PFR-JL,Jett Luchanko,Flyers,VIEW DETAILS
,PFR-JP,Jason Polin,Avalanche,VIEW DETAILS
,PFR-JR,Joshua Roy,Canadiens,VIEW DETAILS
,PFR-JT,Jack Thompson,Sharks,VIEW DETAILS
,PFR-JW,Jesper Wallstedt,Wild,VIEW DETAILS
,PFR-KM,Kyle MacLean,Islanders,VIEW DETAILS
,PFR-LC,Lukas Cormier,Golden Knights,VIEW DETAILS
,PFR-LD,Luca Del Bel Belluz,Blue Jackets,VIEW DETAILS
,PFR-LM,Logan Morrison,Kraken,VIEW DETAILS
,PFR-LO,Liam Ohgren,Wild,VIEW DETAILS
,PFR-LS,Logan Stankoven,Stars,VIEW DETAILS
,PFR-MB,Mavrik Bourque,Stars,VIEW DETAILS
,PFR-MC,Maxwell Crozier,Lightning,VIEW DETAILS
,PFR-MI,Matvei Michkov,Flyers,VIEW DETAILS
,PFR-MM,Mason Morelli,Golden Knights,VIEW DETAILS
,PFR-MR,Marshall Rifai,Maple Leafs,VIEW DETAILS
,PFR-MU,Shakir Mukhamadullin,Sharks,VIEW DETAILS
,PFR-NC,Nikita Chibrikov,Jets,VIEW DETAILS
,PFR-OZ,Olen Zellweger,Ducks,VIEW DETAILS
,PFR-PK,Phil Kemp,Oilers,VIEW DETAILS
,PFR-RM,Rutger McGroarty,Penguins,VIEW DETAILS
,PFR-SC,Sam Colangelo,Ducks,VIEW DETAILS
,PFR-SE,Seamus Casey,Devils,VIEW DETAILS
,PFR-SM,Scott Morrow,Hurricanes,VIEW DETAILS
,PFR-WS,Will Smith,Sharks,VIEW DETAILS
,PFR-YK,Yan Kuznetsov,Flames,VIEW DETAILS
,PFR-ZD,Zach Dean,Blues,VIEW DETAILS
,PFR-ZO,Zack Ostapchuk,Senators,VIEW DETAILS
,PFR-AT,Akil Thomas,Kings,VIEW DETAILS
,PFR-EL,Emil Lilleberg,Lightning,VIEW DETAILS
,PFR-IF,Ivan Fedotov,Flyers,VIEW DETAILS
,PFR-LH,Lane Hutson,Canadiens,VIEW DETAILS
,PFR-MK,Marat Khusnutdinov,Wild,VIEW DETAILS
,PG-AM,Auston Matthews,Maple Leafs,VIEW DETAILS
,PG-AO,Alex Ovechkin,Capitals,VIEW DETAILS
,PG-CB,Connor Bedard,Blackhawks,VIEW DETAILS
,PG-CC,Cole Caufield,Canadiens,VIEW DETAILS
,PG-CM,Cale Makar,Avalanche,VIEW DETAILS
,PG-DP,David Pastrnak,Bruins,VIEW DETAILS
,PG-MC,Connor McDavid,Oilers,VIEW DETAILS
,PG-NK,Nikita Kucherov,Lightning,VIEW DETAILS
,PG-QH,Quinn Hughes,Canucks,VIEW DETAILS
,PG-SC,Sidney Crosby,Penguins,VIEW DETAILS
,PGR-BB,Brendan Brisson,Golden Knights,VIEW DETAILS
,PGR-BN,Bradly Nadeau,Hurricanes,VIEW DETAILS
,PGR-BO,Brennan Othmann,Rangers,VIEW DETAILS
,PGR-CG,Cutter Gauthier,Ducks,VIEW DETAILS
,PGR-FN,Frank Nazar,Blackhawks,VIEW DETAILS
,PGR-GE,Conor Geekie,Lightning,VIEW DETAILS
,PGR-JL,Jett Luchanko,Flyers,VIEW DETAILS
,PGR-JW,Jesper Wallstedt,Wild,VIEW DETAILS
,PGR-LH,Lane Hutson,Canadiens,VIEW DETAILS
,PGR-LO,Liam Ohgren,Wild,VIEW DETAILS
,PGR-LS,Logan Stankoven,Stars,VIEW DETAILS
,PGR-MB,Mavrik Bourque,Stars,VIEW DETAILS
,PGR-MC,Macklin Celebrini,Sharks,VIEW DETAILS
,PGR-MM,Matvei Michkov,Flyers,VIEW DETAILS
,PGR-OZ,Olen Zellweger,Ducks,VIEW DETAILS
,PGR-RM,Rutger McGroarty,Penguins,VIEW DETAILS
,PGR-SM,Shakir Mukhamadullin,Sharks,VIEW DETAILS
,PGR-WS,Will Smith,Sharks,VIEW DETAILS
,PGR-ZB,Zachary Bolduc,Blues,VIEW DETAILS
,PGR-ZD,Zach Dean,Blues,VIEW DETAILS
,PM2-BK,Connor Bedard/Kevin Korchinski,Blackhawks/Blackhawks,VIEW DETAILS
,PM2-ET,William Eklund/Tyler Toffoli,Sharks/Sharks,VIEW DETAILS
,PM2-FT,Adam Fox/Jacob Trouba,Rangers/Rangers,VIEW DETAILS
,PM2-HB,Roope Hintz/Jamie Benn,Stars/Stars,VIEW DETAILS
,PM2-HH,Jack Hughes/Nico Hischier,Devils/Devils,VIEW DETAILS
,PM2-HK,Victor Hedman/Nikita Kucherov,Lightning/Lightning,VIEW DETAILS
,PM2-KH,Nazem Kadri/Jonathan Huberdeau,Flames/Flames,VIEW DETAILS
,PM2-MD,Connor McDavid/Leon Draisaitl,Oilers/Oilers,VIEW DETAILS
,PM2-MM,Auston Matthews/Mitch Marner,Maple Leafs/Maple Leafs,VIEW DETAILS
,PM2-MR,Nathan MacKinnon/Mikko Rantanen,Avalanche/Avalanche,VIEW DETAILS
,PM2-OC,Alex Ovechkin/John Carlson,Capitals/Capitals,VIEW DETAILS
,PM2-PM,David Pastrnak/Brad Marchand,Bruins/Bruins,VIEW DETAILS
,PM2-TK,Owen Tippett/Travis Konecny,Flyers/Flyers,VIEW DETAILS
,PM2-TS,Brady Tkachuk/Tim Stutzle,Senators/Senators,VIEW DETAILS
,PM2-ZM,Trevor Zegras/Mason McTavish,Ducks/Ducks,VIEW DETAILS
,PM3-BKF,Quinton Byfield/Anze Kopitar/Kevin Fiala,Kings/Kings/Kings,VIEW DETAILS
,PM3-CMH,Kyle Connor/Josh Morrissey/Connor Hellebuyck,Jets/Jets/Jets,VIEW DETAILS
,PM3-FSM,Filip Forsberg/Steven Stamkos/Jonathan Marchessault,Predators/Predators/Predators,VIEW DETAILS
,PM3-GKH,Jake Guentzel/Nikita Kucherov/Victor Hedman,Lightning/Lightning/Lightning,VIEW DETAILS
,PM3-MSM,Jared McCann/Chandler Stephenson/Brandon Montour,Kraken/Kraken/Kraken,VIEW DETAILS
,PM3-NDH,Ryan Nugent-Hopkins/Leon Draisaitl/Zach Hyman,Oilers/Oilers/Oilers,VIEW DETAILS
,PM3-ODC,Alex Ovechkin/Pierre-Luc Dubois/John Carlson,Capitals/Capitals/Capitals,VIEW DETAILS
,PM3-TBR,Matthew Tkachuk/Aleksander Barkov/Sam Reinhart,Panthers/Panthers/Panthers,VIEW DETAILS
,PM4-BHDS,Mathew Barzal/Bo Horvat/Noah Dobson/Ilya Sorokin,Islanders/Islanders/Islanders/Islanders,VIEW DETAILS
,PM4-HHHB,Jack Hughes/Luke Hughes/Nico Hischier/Jesper Bratt,Devils/Devils/Devils/Devils,VIEW DETAILS
,PM4-KBFF,Kirill Kaprizov/Matt Boldy/Brock Faber/Marc-Andre Fleury,Wild/Wild/Wild/Wild,VIEW DETAILS
,PM4-MMNR,Auston Matthews/Mitch Marner/William Nylander/Morgan Rielly,Maple Leafs/Maple Leafs/Maple Leafs/Maple Leafs,VIEW DETAILS
,PEN-AH,Alexander Holtz,Golden Knights,VIEW DETAILS
,PEN-AL,Anton Lundell,Panthers,VIEW DETAILS
,PEN-AO,Adam Oates,Capitals,VIEW DETAILS
,PEN-AS,Andrei Svechnikov,Hurricanes,VIEW DETAILS
,PEN-AV,Andrei Vasilevskiy,Lightning,VIEW DETAILS
,PEN-BC,Blake Coleman,Flames,VIEW DETAILS
,PEN-BN,Brock Nelson,Islanders,VIEW DETAILS
,PEN-BR,Bryan Rust,Penguins,VIEW DETAILS
,PEN-BU,Michael Bunting,Penguins,VIEW DETAILS
,PEN-CO,Logan Cooley,Hockey Club,VIEW DETAILS
,PEN-CP,Cole Perfetti,Jets,VIEW DETAILS
,PEN-CS,Cole Sillinger,Blue Jackets,VIEW DETAILS
,PEN-DB,Drake Batherson,Senators,VIEW DETAILS
,PEN-DE,Alex DeBrincat,Red Wings,VIEW DETAILS
,PEN-DS,Dylan Samberg,Jets,VIEW DETAILS
,PEN-DT,Devon Toews,Avalanche,VIEW DETAILS
,PEN-EB,Jordan Eberle,Kraken,VIEW DETAILS
,PEN-EP,Elias Pettersson,Canucks,VIEW DETAILS
,PEN-HL,Hampus Lindholm,Bruins,VIEW DETAILS
,PEN-JA,Tristan Jarry,Penguins,VIEW DETAILS
,PEN-JE,Joel Eriksson Ek,Wild,VIEW DETAILS
,PEN-JG,Jake Guentzel,Lightning,VIEW DETAILS
,PEN-JM,Jonathan Marchessault,Predators,VIEW DETAILS
,PEN-JS,Juuse Saros,Predators,VIEW DETAILS
,PEN-JW,Joseph Woll,Maple Leafs,VIEW DETAILS
,PEN-KM,K'Andre Miller,Rangers,VIEW DETAILS
,PEN-LC,Leo Carlsson,Ducks,VIEW DETAILS
,PEN-MF,Morgan Frost,Flyers,VIEW DETAILS
,PEN-MG,Morgan Geekie,Bruins,VIEW DETAILS
,PEN-MH,Miro Heiskanen,Stars,VIEW DETAILS
,PEN-ML,Mario Lemieux,Penguins,VIEW DETAILS
,PEN-NN,Nino Niederreiter,Jets,VIEW DETAILS
,PEN-PC,Paul Coffey,Oilers,VIEW DETAILS
,PEN-RS,Ryan Strome,Ducks,VIEW DETAILS
,PEN-SA,Jake Sanderson,Senators,VIEW DETAILS
,PEN-SE,Samuel Ersson,Flyers,VIEW DETAILS
,PEN-SJ,Seth Jarvis,Hurricanes,VIEW DETAILS
,PEN-TD,Thatcher Demko,Canucks,VIEW DETAILS
,PEN-TJ,Tanner Jeannot,Kings,VIEW DETAILS
,PEN-TK,Travis Konecny,Flyers,VIEW DETAILS
,PEN-TR,Taylor Raddysh,Capitals,VIEW DETAILS
,PEN-TT,Tage Thompson,Sabres,VIEW DETAILS
,PEN-VV,Vitek Vanecek,Sharks,VIEW DETAILS
,PEN-WJ,Wyatt Johnston,Stars,VIEW DETAILS
,PEN-ZB,Zach Benson,Sabres,VIEW DETAILS
,PRP-AE,Aaron Ekblad,Panthers,VIEW DETAILS
,PRP-AM,Al MacInnis,Blues,VIEW DETAILS
,PRP-BL,Rob Blake,Kings,VIEW DETAILS
,PRP-CG,Claude Giroux,Senators,VIEW DETAILS
,PRP-CO,Connor McDavid,Oilers,VIEW DETAILS
,PRP-DD,Drew Doughty,Kings,VIEW DETAILS
,PRP-DH,Dale Hawerchuk,Sabres,VIEW DETAILS
,PRP-EK,Erik Karlsson,Penguins,VIEW DETAILS
,PRP-EM,Evgeni Malkin,Penguins,VIEW DETAILS
,PRP-HZ,Henrik Zetterberg,Red Wings,VIEW DETAILS
,PRP-JB,Jamie Benn,Stars,VIEW DETAILS
,PRP-JD,Joey Daccord,Kraken,VIEW DETAILS
,PRP-JI,Jarome Iginla,Flames,VIEW DETAILS
,PRP-JM,Jared McCann,Kraken,VIEW DETAILS
,PRP-JS,Jaden Schwartz,Kraken,VIEW DETAILS
,PRP-MC,Connor McDavid,Oilers,VIEW DETAILS
,PRP-MD,Connor McDavid,Oilers,VIEW DETAILS
,PRP-ML,Mario Lemieux,All Star Team,VIEW DETAILS
,PRP-MM,Mitch Marner,Maple Leafs,VIEW DETAILS
,PRP-MR,Mark Recchi,Flyers,VIEW DETAILS
,PRP-MT,Matthew Tkachuk,Panthers,VIEW DETAILS
,PRP-NH,Noah Hanifin,Golden Knights,VIEW DETAILS
,PRP-NK,Nikita Kucherov,Lightning,VIEW DETAILS
,PRP-NM,Nathan MacKinnon,Avalanche,VIEW DETAILS
,PRP-NS,Nick Suzuki,Canadiens,VIEW DETAILS
,PRP-OE,Oliver Ekman-Larsson,Maple Leafs,VIEW DETAILS
,PRP-RB,Rob Blake,Kings,VIEW DETAILS
,PRP-SE,Teemu Selanne,Ducks,VIEW DETAILS
,PRP-SS,Stuart Skinner,Oilers,VIEW DETAILS
,PRP-TA,Tony Amonte,Blackhawks,VIEW DETAILS
,PRP-TE,Teemu Selanne,Ducks,VIEW DETAILS
,PRP-WG,Wayne Gretzky,Oilers,VIEW DETAILS
,PRP-YG,Yanni Gourde,Kraken,VIEW DETAILS
,PRP-CM,Connor McDavid,Oilers,VIEW DETAILS
,PRP-DI,Marcel Dionne,Kings,VIEW DETAILS
,PRP-TS,Teemu Selanne,Ducks,VIEW DETAILS
